timestamp,open,high,low,close,volume
2025-06-09 12:30:00,107574.86,107919.57,107569.93,107919.57,288.452
2025-06-09 12:45:00,107919.56,107990.0,107699.0,107750.39,280.30982
2025-06-09 13:00:00,107750.39,107893.4,107627.9,107651.16,208.48644
2025-06-09 13:15:00,107651.17,107673.12,107469.27,107489.8,120.606
2025-06-09 13:30:00,107489.8,107724.0,107170.6,107418.6,359.02266
2025-06-09 13:45:00,107418.61,107451.71,106860.0,107026.47,347.38574
2025-06-09 14:00:00,107026.48,107477.18,107026.48,107425.91,289.27234
2025-06-09 14:15:00,107425.92,107691.09,107348.83,107576.03,190.95135
2025-06-09 14:30:00,107576.03,107883.12,107576.02,107842.72,235.09103
2025-06-09 14:45:00,107842.72,108000.0,107513.43,107610.33,290.45511
2025-06-09 15:00:00,107610.32,108020.0,107522.79,107852.01,223.6785
2025-06-09 15:15:00,107852.0,107990.0,107720.93,107941.3,171.41537
2025-06-09 15:30:00,107941.3,107978.28,107708.4,107719.99,137.43074
2025-06-09 15:45:00,107720.0,107863.43,107635.91,107635.91,95.41126
2025-06-09 16:00:00,107635.91,107910.0,107635.91,107879.99,142.37503
2025-06-09 16:15:00,107880.0,108018.1,107767.44,107939.4,190.79523
2025-06-09 16:30:00,107939.4,108033.45,107906.97,107945.93,319.70604
2025-06-09 16:45:00,107945.93,108127.16,107666.6,107697.51,243.04207
2025-06-09 17:00:00,107697.52,108300.0,107659.35,108275.37,242.44066
2025-06-09 17:15:00,108275.37,108366.26,108186.0,108325.59,165.50675
2025-06-09 17:30:00,108325.59,108351.77,108165.09,108298.75,136.20205
2025-06-09 17:45:00,108298.75,108422.28,108210.64,108337.56,117.65917
2025-06-09 18:00:00,108337.57,108499.98,108300.0,108444.0,167.77028
2025-06-09 18:15:00,108444.01,108552.44,108395.34,108440.28,160.75839
2025-06-09 18:30:00,108440.28,108499.99,108311.54,108379.99,106.11118
2025-06-09 18:45:00,108379.99,108480.0,108284.5,108446.18,86.55216
2025-06-09 19:00:00,108446.18,108584.8,108419.74,108510.27,105.06877
2025-06-09 19:15:00,108510.28,108767.24,108481.0,108672.94,244.80192
2025-06-09 19:30:00,108672.94,108672.95,108444.1,108447.18,115.7481
2025-06-09 19:45:00,108447.18,108637.29,108339.68,108564.72,144.92827
2025-06-09 20:00:00,108565.86,108704.0,108456.08,108465.11,93.1668
2025-06-09 20:15:00,108465.12,108683.66,108465.12,108683.65,54.5246
2025-06-09 20:30:00,108683.66,108736.19,108656.99,108672.37,82.61129
2025-06-09 20:45:00,108672.37,108729.87,108617.87,108706.74,95.74967
2025-06-09 21:00:00,108706.74,109374.99,108706.73,109222.68,775.83665
2025-06-09 21:15:00,109222.69,110495.0,109222.69,110471.04,1343.32423
2025-06-09 21:30:00,110471.04,110530.17,109859.27,109892.04,982.93804
2025-06-09 21:45:00,109892.05,110099.99,109722.74,109973.75,417.92251
2025-06-09 22:00:00,109973.74,110182.26,109734.92,109908.88,328.23557
2025-06-09 22:15:00,109908.89,110238.34,109819.18,110200.0,263.85382
2025-06-09 22:30:00,110200.01,110420.0,110100.0,110258.01,493.69851
2025-06-09 22:45:00,110258.0,110268.17,110104.28,110177.28,157.93587
2025-06-09 23:00:00,110177.28,110267.28,109889.51,109923.0,206.57553
2025-06-09 23:15:00,109923.0,110267.28,109866.18,110037.41,397.6207
2025-06-09 23:30:00,110037.41,110266.08,109975.37,110198.87,204.76878
2025-06-09 23:45:00,110198.87,110313.99,110121.27,110263.02,152.3812
2025-06-10 00:00:00,110263.02,110276.92,109943.77,109971.01,161.47366
2025-06-10 00:15:00,109971.01,110311.82,109964.0,110277.53,218.48448
2025-06-10 00:30:00,110277.53,110306.8,110052.06,110133.94,309.58091
2025-06-10 00:45:00,110133.95,110148.0,109909.54,109913.91,204.05398
2025-06-10 01:00:00,109913.91,109953.98,109722.75,109764.26,185.87176
2025-06-10 01:15:00,109764.26,109928.49,109725.27,109844.06,111.91036
2025-06-10 01:30:00,109844.05,109872.69,109745.28,109870.0,121.83793
2025-06-10 01:45:00,109870.01,109886.25,109648.29,109788.57,105.34931
2025-06-10 02:00:00,109788.58,109788.58,109381.24,109610.74,253.61544
2025-06-10 02:15:00,109610.74,109678.0,109473.93,109647.72,129.82904
2025-06-10 02:30:00,109647.71,109698.12,109571.5,109627.88,88.98387
2025-06-10 02:45:00,109627.88,109750.0,109575.95,109650.94,96.48174
2025-06-10 03:00:00,109650.95,109684.89,109388.0,109400.14,108.39321
2025-06-10 03:15:00,109400.14,109520.0,109400.13,109469.84,88.99495
2025-06-10 03:30:00,109469.84,109508.98,109382.38,109458.89,84.0063
2025-06-10 03:45:00,109458.89,109613.54,109425.41,109568.02,87.75281
2025-06-10 04:00:00,109568.03,109649.98,109415.09,109415.09,71.7971
2025-06-10 04:15:00,109415.1,109423.05,109366.0,109386.59,88.15385
2025-06-10 04:30:00,109386.59,109542.31,109382.86,109496.91,120.68293
2025-06-10 04:45:00,109496.9,109542.97,109449.28,109528.55,88.8562
2025-06-10 05:00:00,109528.55,109556.61,109452.85,109515.68,72.46839
2025-06-10 05:15:00,109515.69,109737.68,109396.75,109415.09,197.76714
2025-06-10 05:30:00,109415.1,109450.26,109200.0,109394.88,175.09136
2025-06-10 05:45:00,109394.88,109437.04,109230.0,109310.49,84.04827
2025-06-10 06:00:00,109310.49,109408.98,109161.0,109200.0,134.26839
2025-06-10 06:15:00,109200.0,109411.69,109199.99,109400.01,96.20883
2025-06-10 06:30:00,109400.0,109650.0,109357.61,109570.31,145.77548
2025-06-10 06:45:00,109570.31,109634.3,109502.68,109502.68,51.26417
2025-06-10 07:00:00,109502.69,109502.69,109344.77,109394.36,64.64122
2025-06-10 07:15:00,109394.36,109517.16,109291.41,109459.15,93.12365
2025-06-10 07:30:00,109459.14,109505.95,109151.6,109161.01,392.15615
2025-06-10 07:45:00,109161.0,109270.63,109095.67,109205.14,440.77074
2025-06-10 08:00:00,109205.14,109415.1,109166.0,109249.08,123.41043
2025-06-10 08:15:00,109249.07,109324.29,109190.75,109195.39,84.33207
2025-06-10 08:30:00,109195.39,109333.07,109108.17,109246.53,118.07451
2025-06-10 08:45:00,109246.53,109271.09,109056.9,109082.65,196.77614
2025-06-10 09:00:00,109082.65,109206.78,109065.14,109163.77,222.60324
2025-06-10 09:15:00,109163.77,109386.62,109109.6,109291.96,129.05847
2025-06-10 09:30:00,109291.96,109478.66,109290.69,109355.59,189.91707
2025-06-10 09:45:00,109355.6,109521.84,109352.43,109508.78,74.07994
2025-06-10 10:00:00,109508.78,109528.07,109420.36,109506.19,82.6537
2025-06-10 10:15:00,109506.19,109573.3,109403.11,109419.42,97.00079
2025-06-10 10:30:00,109419.42,109419.43,109275.47,109275.47,72.42037
2025-06-10 10:45:00,109275.47,109320.87,109275.43,109303.61,72.74385
2025-06-10 11:00:00,109303.61,109478.53,109199.81,109439.18,114.04442
2025-06-10 11:15:00,109439.18,109777.0,109439.18,109745.28,342.40294
2025-06-10 11:30:00,109745.27,109851.8,109666.43,109740.89,238.61837
2025-06-10 11:45:00,109740.89,109756.65,109501.15,109541.28,186.76826
2025-06-10 12:00:00,109541.93,109617.47,109415.62,109462.73,120.41942
2025-06-10 12:15:00,109462.73,109607.72,109435.78,109493.49,109.22441
2025-06-10 12:30:00,109493.48,109638.06,109429.0,109589.94,153.20628
2025-06-10 12:45:00,109589.95,109700.0,109546.73,109697.76,171.3128
2025-06-10 13:00:00,109697.75,109787.73,109608.16,109781.86,135.63059
2025-06-10 13:15:00,109781.86,109900.81,109652.6,109728.0,379.68799
2025-06-10 13:30:00,109728.0,109778.73,108963.9,109019.99,410.51221
2025-06-10 13:45:00,109020.0,109318.83,108888.88,109305.28,482.83301
2025-06-10 14:00:00,109305.28,109332.45,108909.11,109085.76,377.50976
2025-06-10 14:15:00,109085.76,109100.0,108674.61,108832.78,510.32671
2025-06-10 14:30:00,108832.77,108921.31,108549.66,108600.0,487.59516
2025-06-10 14:45:00,108600.0,108745.76,108468.29,108620.01,465.04181
2025-06-10 15:00:00,108620.0,109100.0,108481.75,109099.99,448.65053
2025-06-10 15:15:00,109100.0,109199.99,108937.07,109062.27,344.56222
2025-06-10 15:30:00,109062.27,109062.28,108331.03,108764.06,450.83303
2025-06-10 15:45:00,108764.06,109082.89,108679.02,109015.42,199.66188
2025-06-10 16:00:00,109015.41,109251.41,109015.41,109130.75,177.38756
2025-06-10 16:15:00,109130.75,109174.24,108789.12,109003.07,168.29387
2025-06-10 16:30:00,109003.07,109060.96,108820.32,108900.29,107.36183
2025-06-10 16:45:00,108900.29,108900.29,108690.59,108720.61,83.43434
2025-06-10 17:00:00,108720.61,108990.0,108708.58,108933.9,83.44155
2025-06-10 17:15:00,108933.9,109064.06,108838.67,108838.67,58.96518
2025-06-10 17:30:00,108838.67,108955.97,108703.93,108736.28,89.15798
2025-06-10 17:45:00,108736.28,108857.72,108616.68,108711.37,127.89026
2025-06-10 18:00:00,108711.37,108817.19,108518.86,108707.54,129.74716
2025-06-10 18:15:00,108707.54,108937.15,108707.54,108931.69,129.7701
2025-06-10 18:30:00,108931.69,109115.3,108836.72,109082.8,61.77159
2025-06-10 18:45:00,109082.81,109480.67,109064.66,109282.38,156.42072
2025-06-10 19:00:00,109282.38,109537.11,109282.37,109492.36,142.01526
2025-06-10 19:15:00,109492.35,110171.22,109430.84,110016.38,429.54384
2025-06-10 19:30:00,110016.39,110400.0,109935.87,109965.18,437.04018
2025-06-10 19:45:00,109965.18,109969.66,109323.88,109526.3,257.61862
2025-06-10 20:00:00,109526.3,109530.79,109307.08,109342.73,174.37566
2025-06-10 20:15:00,109342.74,109581.68,109239.68,109537.41,191.05992
2025-06-10 20:30:00,109537.41,109732.14,109462.54,109699.88,92.93493
2025-06-10 20:45:00,109699.87,110018.07,109650.94,109960.0,151.24705
2025-06-10 21:00:00,109960.01,110000.0,109775.28,109775.28,143.01674
2025-06-10 21:15:00,109775.29,109828.25,109420.0,109793.23,147.08712
2025-06-10 21:30:00,109793.23,109940.89,109756.0,109821.27,104.33771
2025-06-10 21:45:00,109821.27,109863.07,109710.33,109863.07,59.52558
2025-06-10 22:00:00,109863.06,110181.1,109847.49,110018.52,182.60085
2025-06-10 22:15:00,110018.51,110100.0,109901.4,109955.41,76.69973
2025-06-10 22:30:00,109955.41,110012.0,109755.82,109764.75,101.0254
2025-06-10 22:45:00,109764.74,109798.82,109610.4,109727.87,121.80549
2025-06-10 23:00:00,109727.88,109913.56,109600.0,109690.43,118.27257
2025-06-10 23:15:00,109690.43,109814.21,109603.77,109789.8,153.29629
2025-06-10 23:30:00,109789.8,110200.0,109789.8,110169.77,213.92019
2025-06-10 23:45:00,110169.76,110299.73,110120.0,110274.39,135.15712
2025-06-11 00:00:00,110274.39,110274.4,109961.24,109987.29,165.72649
2025-06-11 00:15:00,109987.28,110129.25,109818.2,109833.88,154.1515
2025-06-11 00:30:00,109833.89,110064.74,109820.0,109917.3,98.95803
2025-06-11 00:45:00,109917.3,110045.93,109780.0,109825.54,77.8369
2025-06-11 01:00:00,109825.55,109832.94,109648.94,109811.06,137.81
2025-06-11 01:15:00,109811.07,109828.46,109581.95,109726.78,70.18286
2025-06-11 01:30:00,109726.78,109726.78,109600.0,109685.17,66.35975
2025-06-11 01:45:00,109685.16,109699.72,109565.1,109605.53,114.29616
2025-06-11 02:00:00,109605.53,109858.22,109594.84,109750.82,65.71842
2025-06-11 02:15:00,109750.83,109790.07,109533.97,109584.45,54.50829
2025-06-11 02:30:00,109584.45,109672.0,109550.0,109611.0,65.66781
2025-06-11 02:45:00,109611.0,109687.47,109544.01,109677.03,71.2186
2025-06-11 03:00:00,109677.03,109797.63,109665.18,109797.63,59.97767
2025-06-11 03:15:00,109797.62,109858.23,109728.87,109768.56,88.54717
2025-06-11 03:30:00,109768.55,109827.19,109630.8,109643.75,56.20894
2025-06-11 03:45:00,109643.75,109750.57,109622.03,109722.95,46.44452
2025-06-11 04:00:00,109722.95,109735.24,109578.84,109592.95,66.3483
2025-06-11 04:15:00,109592.96,109675.0,109592.95,109674.99,43.46589
2025-06-11 04:30:00,109675.0,109732.0,109596.26,109596.26,39.49613
2025-06-11 04:45:00,109596.26,109596.27,109552.68,109562.75,23.78674
2025-06-11 05:00:00,109562.75,109576.44,109456.0,109488.83,51.34884
2025-06-11 05:15:00,109488.83,109650.59,109430.38,109626.46,58.14436
2025-06-11 05:30:00,109626.45,109632.09,109482.22,109505.88,33.20751
2025-06-11 05:45:00,109505.88,109542.29,109445.42,109468.03,55.48671
2025-06-11 06:00:00,109468.04,109600.0,109468.03,109558.77,43.9372
2025-06-11 06:15:00,109558.78,109585.19,109415.09,109456.35,69.22055
2025-06-11 06:30:00,109456.36,109462.27,109379.67,109457.27,114.45402
2025-06-11 06:45:00,109457.27,109679.24,109373.67,109595.01,95.22978
2025-06-11 07:00:00,109595.02,109745.29,109581.95,109696.13,77.52194
2025-06-11 07:15:00,109696.13,109696.13,109545.01,109584.38,74.37823
2025-06-11 07:30:00,109584.38,109617.7,109497.56,109504.81,50.1772
2025-06-11 07:45:00,109504.81,109584.55,109446.73,109446.74,104.27095
2025-06-11 08:00:00,109446.74,109588.34,109446.73,109564.5,103.76541
2025-06-11 08:15:00,109564.51,109586.22,109462.26,109546.38,126.42228
2025-06-11 08:30:00,109546.38,109675.69,109546.37,109600.0,99.27394
2025-06-11 08:45:00,109600.01,109633.72,109513.34,109576.02,84.28299
2025-06-11 09:00:00,109576.03,109603.57,109426.35,109491.76,146.46629
2025-06-11 09:15:00,109491.76,109569.34,109464.91,109475.79,110.50663
2025-06-11 09:30:00,109475.79,109475.8,109274.19,109289.36,172.47626
2025-06-11 09:45:00,109289.35,109303.33,109233.62,109269.83,150.29588
2025-06-11 10:00:00,109269.82,109386.65,109200.0,109287.37,138.00678
2025-06-11 10:15:00,109287.37,109318.44,109242.35,109311.36,90.35718
2025-06-11 10:30:00,109311.35,109348.16,109226.63,109299.09,85.02014
2025-06-11 10:45:00,109299.1,109468.67,109299.09,109373.12,77.57683
2025-06-11 11:00:00,109373.13,109391.75,109300.0,109322.21,72.66261
2025-06-11 11:15:00,109322.2,109325.45,109240.87,109269.54,53.72817
2025-06-11 11:30:00,109269.54,109312.49,109193.89,109240.09,77.84208
2025-06-11 11:45:00,109240.1,109275.0,109216.0,109252.09,45.07173
2025-06-11 12:00:00,109252.1,109463.98,109147.64,109373.08,190.22128
2025-06-11 12:15:00,109373.08,109373.09,109008.82,109276.25,140.51764
2025-06-11 12:30:00,109276.25,109927.04,109276.24,109827.45,829.45932
2025-06-11 12:45:00,109827.44,109827.45,109566.31,109714.87,137.11693
2025-06-11 13:00:00,109714.87,109742.2,109553.63,109618.26,138.22528
2025-06-11 13:15:00,109618.27,109883.55,109603.77,109810.21,136.44353
2025-06-11 13:30:00,109810.22,109900.0,109301.42,109703.87,441.20788
2025-06-11 13:45:00,109703.88,109790.21,109347.82,109684.0,232.4704
2025-06-11 14:00:00,109684.0,109990.01,109650.94,109990.0,239.23222
2025-06-11 14:15:00,109990.01,110349.21,109987.53,110240.01,476.09431
2025-06-11 14:30:00,110240.01,110392.01,109805.82,110049.16,441.64318
2025-06-11 14:45:00,110049.16,110131.92,109792.45,109866.69,188.17572
2025-06-11 15:00:00,109866.69,110042.9,109660.72,109690.94,327.10273
2025-06-11 15:15:00,109690.94,109823.14,109663.64,109787.88,92.45034
2025-06-11 15:30:00,109787.88,109906.67,109686.56,109740.17,170.43489
2025-06-11 15:45:00,109740.17,109971.3,109667.1,109735.7,218.472
2025-06-11 16:00:00,109735.7,109815.84,109341.79,109472.65,256.28404
2025-06-11 16:15:00,109472.65,109654.99,109390.87,109620.25,203.37435
2025-06-11 16:30:00,109620.25,109625.73,109450.72,109488.8,86.39377
2025-06-11 16:45:00,109488.81,109613.35,109400.0,109439.38,143.40152
2025-06-11 17:00:00,109439.38,109619.75,109349.42,109557.11,180.52879
2025-06-11 17:15:00,109557.12,109768.85,109522.73,109682.47,158.02305
2025-06-11 17:30:00,109682.46,109719.0,109280.0,109288.63,136.8452
2025-06-11 17:45:00,109288.63,109290.81,108964.16,108984.72,249.5952
2025-06-11 18:00:00,108984.72,109072.91,108770.47,108778.04,230.48647
2025-06-11 18:15:00,108777.0,108777.0,108439.65,108554.3,362.47679
2025-06-11 18:30:00,108554.29,108838.48,108412.01,108812.77,228.63746
2025-06-11 18:45:00,108812.76,108940.0,108720.8,108807.25,141.72636
2025-06-11 19:00:00,108807.25,108937.17,108576.73,108850.96,130.06018
2025-06-11 19:15:00,108850.96,108960.0,108750.0,108892.0,120.40571
2025-06-11 19:30:00,108892.0,108914.96,108600.0,108660.42,106.98438
2025-06-11 19:45:00,108660.43,108767.37,108576.0,108742.37,102.3089
2025-06-11 20:00:00,108742.37,108926.44,108480.0,108849.06,157.48767
2025-06-11 20:15:00,108849.06,108936.0,108836.24,108841.47,50.85218
2025-06-11 20:30:00,108841.47,108895.47,108805.44,108895.47,46.63066
2025-06-11 20:45:00,108895.47,109001.5,108780.1,108906.44,105.30164
2025-06-11 21:00:00,108906.45,109219.51,108896.22,109218.17,75.62366
2025-06-11 21:15:00,109218.17,109218.18,108849.05,108849.06,68.07643
2025-06-11 21:30:00,108849.06,108849.06,108424.52,108692.63,178.68726
2025-06-11 21:45:00,108692.63,108805.71,108367.94,108508.18,140.5372
2025-06-11 22:00:00,108508.17,108633.38,108373.11,108615.69,167.17546
2025-06-11 22:15:00,108615.7,108615.7,108064.0,108286.28,316.1195
2025-06-11 22:30:00,108286.29,108338.84,108127.76,108324.46,116.76837
2025-06-11 22:45:00,108324.46,108471.06,108300.0,108443.38,92.10614
2025-06-11 23:00:00,108443.38,108515.94,108324.0,108438.12,88.81754
2025-06-11 23:15:00,108438.12,108611.0,108426.23,108592.79,112.70314
2025-06-11 23:30:00,108592.78,108691.87,108583.45,108654.31,65.20051
2025-06-11 23:45:00,108654.32,108682.53,108583.49,108645.12,69.18654
2025-06-12 00:00:00,108645.13,108680.0,108567.28,108610.38,81.73155
2025-06-12 00:15:00,108610.38,108813.55,108507.51,108520.96,118.10705
2025-06-12 00:30:00,108520.95,108658.88,108326.55,108658.87,115.3008
2025-06-12 00:45:00,108658.88,108758.49,108637.04,108705.99,79.48549
2025-06-12 01:00:00,108706.0,108706.0,108518.86,108568.01,73.13891
2025-06-12 01:15:00,108568.01,108667.64,108389.8,108413.75,86.29815
2025-06-12 01:30:00,108413.76,108516.45,108258.49,108489.17,262.11532
2025-06-12 01:45:00,108489.18,108515.99,108304.7,108515.99,109.90326
2025-06-12 02:00:00,108515.99,108759.0,108462.7,108644.8,108.71356
2025-06-12 02:15:00,108644.8,108654.34,108532.91,108576.69,78.58555
2025-06-12 02:30:00,108576.68,108618.52,108470.7,108470.7,58.26282
2025-06-12 02:45:00,108470.71,108624.76,108390.34,108400.52,651.47569
2025-06-12 03:00:00,108400.52,108448.03,108294.11,108330.0,315.98065
2025-06-12 03:15:00,108330.0,108330.01,107730.0,107882.27,621.55203
2025-06-12 03:30:00,107882.26,108039.31,107855.82,108034.64,505.53241
2025-06-12 03:45:00,108034.64,108060.7,107838.64,107860.05,490.65126
2025-06-12 04:00:00,107860.04,107917.41,107729.4,107729.4,133.55746
2025-06-12 04:15:00,107729.4,107784.1,107320.0,107614.85,446.79458
2025-06-12 04:30:00,107614.86,107668.48,107557.74,107594.82,149.84339
2025-06-12 04:45:00,107594.81,107765.35,107588.0,107765.12,111.26896
2025-06-12 05:00:00,107765.13,107765.13,107593.67,107710.49,81.58185
2025-06-12 05:15:00,107710.48,107922.43,107710.48,107864.01,138.38997
2025-06-12 05:30:00,107864.0,107875.71,107656.51,107658.45,81.90827
2025-06-12 05:45:00,107658.45,107769.47,107658.45,107746.91,54.06514
2025-06-12 06:00:00,107746.91,107795.51,107694.27,107752.01,123.99661
2025-06-12 06:15:00,107752.02,107853.17,107640.33,107797.95,125.55569
2025-06-12 06:30:00,107797.96,107993.58,107797.96,107966.78,112.88179
2025-06-12 06:45:00,107966.79,107966.79,107896.43,107909.02,75.63771
2025-06-12 07:00:00,107909.02,107961.01,107832.02,107864.21,90.92343
2025-06-12 07:15:00,107864.21,107880.03,107659.38,107663.08,66.02765
2025-06-12 07:30:00,107663.09,107706.01,107438.65,107592.85,418.38408
2025-06-12 07:45:00,107592.85,107702.78,107518.86,107633.53,126.86432
2025-06-12 08:00:00,107633.53,107758.76,107440.13,107733.92,189.66269
2025-06-12 08:15:00,107733.92,107835.83,107654.57,107808.01,74.88072
2025-06-12 08:30:00,107808.02,107833.48,107702.15,107719.0,75.10178
2025-06-12 08:45:00,107719.0,107769.45,107642.6,107731.67,67.27412
2025-06-12 09:00:00,107731.67,107771.55,107611.15,107626.51,71.06211
2025-06-12 09:15:00,107626.51,107667.55,107545.38,107582.35,88.72173
2025-06-12 09:30:00,107582.36,107723.04,107582.35,107630.86,76.76546
2025-06-12 09:45:00,107630.85,107630.86,107488.95,107507.35,72.9003
2025-06-12 10:00:00,107507.35,107518.85,107332.28,107389.38,93.24007
2025-06-12 10:15:00,107389.38,107448.79,107227.9,107285.48,156.41882
2025-06-12 10:30:00,107285.49,107360.0,107220.82,107241.83,130.93813
2025-06-12 10:45:00,107241.83,107366.79,107200.0,107323.16,141.22287
2025-06-12 11:00:00,107323.16,107349.31,107212.34,107306.16,98.31709
2025-06-12 11:15:00,107306.15,107306.15,107007.0,107029.37,150.02102
2025-06-12 11:30:00,107029.37,107139.63,106945.82,107130.0,224.63699
2025-06-12 11:45:00,107130.0,107187.32,106874.47,106900.95,155.26446
2025-06-12 12:00:00,106900.95,107035.65,106870.0,106916.66,187.47565
2025-06-12 12:15:00,106916.66,107016.74,106897.45,106978.94,110.43568
2025-06-12 12:30:00,106978.94,107431.82,106961.94,107407.35,270.89631
2025-06-12 12:45:00,107407.35,107407.35,106960.0,106988.54,194.50474
2025-06-12 13:00:00,106988.55,107156.66,106987.52,107061.6,122.07322
2025-06-12 13:15:00,107061.6,107061.61,106745.54,106833.28,230.85083
2025-06-12 13:30:00,106833.29,107149.22,106600.0,107141.99,351.13325
2025-06-12 13:45:00,107141.99,107198.75,106899.3,107070.8,216.64186
2025-06-12 14:00:00,107070.8,107545.01,107070.8,107479.17,306.27148
2025-06-12 14:15:00,107479.18,107556.51,107368.36,107477.93,159.73142
2025-06-12 14:30:00,107477.92,107721.17,107364.37,107561.49,271.46562
2025-06-12 14:45:00,107561.49,107710.7,107555.31,107612.69,124.80169
2025-06-12 15:00:00,107612.7,107822.5,107607.38,107607.39,139.31733
2025-06-12 15:15:00,107607.39,107719.15,107072.05,107211.31,189.79091
2025-06-12 15:30:00,107211.31,107462.72,107134.18,107396.0,102.63093
2025-06-12 15:45:00,107396.0,107403.0,106890.88,107020.95,223.26448
2025-06-12 16:00:00,107020.96,107490.0,106985.38,107340.45,147.2888
2025-06-12 16:15:00,107340.45,107858.32,107340.45,107723.07,174.26707
2025-06-12 16:30:00,107723.08,107754.72,107484.78,107670.16,159.63868
2025-06-12 16:45:00,107670.15,107748.93,107500.0,107744.71,81.38611
2025-06-12 17:00:00,107744.7,107948.65,107702.42,107879.7,141.8514
2025-06-12 17:15:00,107879.7,108235.27,107879.69,108165.43,317.72694
2025-06-12 17:30:00,108165.42,108317.05,108165.42,108281.28,132.54229
2025-06-12 17:45:00,108281.27,108450.16,108208.44,108287.4,177.12909
2025-06-12 18:00:00,108287.4,108419.21,108040.0,108066.9,113.12785
2025-06-12 18:15:00,108066.9,108129.19,107733.07,107792.55,96.45345
2025-06-12 18:30:00,107792.55,107965.62,107567.31,107581.22,101.4065
2025-06-12 18:45:00,107581.22,107615.83,107229.47,107561.35,211.25364
2025-06-12 19:00:00,107561.36,107757.43,107441.87,107744.52,85.08553
2025-06-12 19:15:00,107744.52,107879.92,107593.08,107788.88,122.93558
2025-06-12 19:30:00,107788.88,107836.91,107541.01,107541.01,81.78766
2025-06-12 19:45:00,107541.01,107541.01,106680.0,106788.8,415.12725
2025-06-12 20:00:00,106789.8,106960.77,106450.49,106486.67,324.92935
2025-06-12 20:15:00,106486.66,106902.0,106409.09,106902.0,262.35465
2025-06-12 20:30:00,106901.99,106957.7,105922.64,106013.25,1030.34253
2025-06-12 20:45:00,106013.25,106204.86,105772.73,105973.62,698.35758
2025-06-12 21:00:00,105973.61,106267.98,105860.9,106208.7,316.06399
2025-06-12 21:15:00,106208.71,106430.39,106033.83,106416.83,139.96491
2025-06-12 21:30:00,106416.83,106420.61,105863.0,106058.57,138.29304
2025-06-12 21:45:00,106058.57,106164.08,105894.31,105894.31,85.56309
2025-06-12 22:00:00,105894.32,106225.4,105869.23,106166.87,101.79488
2025-06-12 22:15:00,106166.87,106187.28,105752.53,105875.13,224.82171
2025-06-12 22:30:00,105875.14,105974.17,105762.97,105809.8,98.17584
2025-06-12 22:45:00,105809.8,105940.0,105726.65,105890.7,151.6546
2025-06-12 23:00:00,105890.69,106140.0,105778.55,105811.57,158.08918
2025-06-12 23:15:00,105811.58,106109.54,105811.57,106102.65,103.33488
2025-06-12 23:30:00,106102.65,106102.65,105911.02,106072.0,85.73576
2025-06-12 23:45:00,106072.0,106072.0,105671.72,105671.73,137.95919
2025-06-13 00:00:00,105671.74,105694.0,104040.0,104328.68,2302.5461
2025-06-13 00:15:00,104328.68,104609.76,103575.35,103721.52,1202.79627
2025-06-13 00:30:00,103721.52,104130.7,103213.87,103918.83,1251.06421
2025-06-13 00:45:00,103918.83,104133.16,103548.77,103797.81,573.74233
2025-06-13 01:00:00,103797.81,103797.81,102664.31,102906.36,2082.84507
2025-06-13 01:15:00,102906.36,103454.22,102880.15,103251.62,534.23176
2025-06-13 01:30:00,103251.6,103543.56,102974.39,103516.69,491.85684
2025-06-13 01:45:00,103516.69,103938.59,103516.69,103773.65,441.81858
2025-06-13 02:00:00,103773.65,103876.35,103560.13,103732.86,288.62726
2025-06-13 02:15:00,103732.86,103976.64,103586.33,103716.11,303.16242
2025-06-13 02:30:00,103716.11,103932.98,103065.58,103168.2,480.86325
2025-06-13 02:45:00,103168.2,103754.07,103154.27,103641.21,289.53285
2025-06-13 03:00:00,103641.2,104084.22,103605.12,103986.52,299.51542
2025-06-13 03:15:00,103986.52,104339.62,103955.42,104090.51,295.71734
2025-06-13 03:30:00,104090.52,104275.77,104014.82,104157.39,186.80291
2025-06-13 03:45:00,104157.38,104590.0,103960.47,104277.22,510.25182
2025-06-13 04:00:00,104277.22,104291.02,103837.77,103997.41,206.65947
2025-06-13 04:15:00,103997.42,104077.98,103782.75,104070.74,177.90297
2025-06-13 04:30:00,104070.75,104488.37,104062.8,104487.99,192.50396
2025-06-13 04:45:00,104487.99,104506.36,104273.85,104404.52,123.2712
2025-06-13 05:00:00,104404.52,104450.0,104237.72,104295.06,164.39945
2025-06-13 05:15:00,104295.06,104448.0,104257.89,104313.74,141.59042
2025-06-13 05:30:00,104313.74,104339.36,104076.32,104234.5,180.24291
2025-06-13 05:45:00,104234.51,104366.43,104000.0,104002.25,163.92311
2025-06-13 06:00:00,104002.26,104182.83,103953.94,104066.26,130.61201
2025-06-13 06:15:00,104066.25,104071.82,103848.63,103848.63,106.88174
2025-06-13 06:30:00,103848.63,104013.19,103825.11,103987.43,109.67268
2025-06-13 06:45:00,103987.44,104722.5,103855.6,104704.26,465.09511
2025-06-13 07:00:00,104704.27,104712.58,104376.43,104475.0,207.55465
2025-06-13 07:15:00,104475.0,104814.64,104400.5,104790.77,168.62449
2025-06-13 07:30:00,104790.77,104843.82,104604.09,104707.49,372.83423
2025-06-13 07:45:00,104707.5,104970.12,104605.26,104895.0,443.24803
2025-06-13 08:00:00,104895.01,105434.34,104876.0,105396.5,670.02054
