timestamp,open,high,low,close,volume
2025-06-06 01:00:00,101900.77,101944.89,101681.77,101841.2,378.25915
2025-06-06 02:00:00,101841.19,102208.28,101535.61,102203.52,725.19187
2025-06-06 03:00:00,102203.53,102520.0,102056.23,102493.3,774.57977
2025-06-06 04:00:00,102493.3,102799.23,102387.38,102777.0,593.0447
2025-06-06 05:00:00,102777.01,102954.24,102683.22,102954.24,461.43449
2025-06-06 06:00:00,102954.23,103210.06,102896.1,103160.0,638.68853
2025-06-06 07:00:00,103160.0,103468.66,103050.9,103150.44,585.47496
2025-06-06 08:00:00,103150.44,103589.0,103150.43,103510.25,492.04854
2025-06-06 09:00:00,103510.25,103750.0,103510.24,103643.98,621.57206
2025-06-06 10:00:00,103643.99,103800.0,103553.31,103676.25,580.32136
2025-06-06 11:00:00,103676.24,103991.45,103643.78,103927.99,524.28446
2025-06-06 12:00:00,103927.99,104300.0,103513.7,103753.27,1382.8038
2025-06-06 13:00:00,103753.26,104529.65,103753.26,104098.84,950.84579
2025-06-06 14:00:00,104098.84,104880.88,104004.83,104776.7,991.71953
2025-06-06 15:00:00,104776.7,105333.0,104616.12,105092.28,1335.00321
2025-06-06 16:00:00,105092.28,105284.0,104708.08,104758.27,1057.7328
2025-06-06 17:00:00,104758.28,104975.47,104390.18,104922.14,761.7073
2025-06-06 18:00:00,104922.14,104982.38,104475.93,104497.69,373.48505
2025-06-06 19:00:00,104497.69,104601.87,104013.21,104219.8,569.98192
2025-06-06 20:00:00,104219.8,104617.56,104167.98,104478.07,332.96273
2025-06-06 21:00:00,104478.07,104488.38,104300.0,104386.29,362.2665
2025-06-06 22:00:00,104386.29,104485.91,104232.55,104476.81,240.44272
2025-06-06 23:00:00,104476.82,104487.28,104193.32,104288.44,230.83152
2025-06-07 00:00:00,104288.43,104511.69,103871.09,104511.69,440.68115
2025-06-07 01:00:00,104511.68,104567.89,104348.83,104453.56,211.2017
2025-06-07 02:00:00,104453.55,104611.68,104328.18,104531.57,266.07012
2025-06-07 03:00:00,104531.58,104910.77,104484.52,104871.58,482.21131
2025-06-07 04:00:00,104871.59,104880.32,104643.62,104819.99,263.09442
2025-06-07 05:00:00,104820.0,105000.0,104751.16,104877.36,292.29171
2025-06-07 06:00:00,104877.37,105319.0,104788.31,105316.37,409.73016
2025-06-07 07:00:00,105316.36,105319.13,104834.27,104867.04,343.94832
2025-06-07 08:00:00,104867.03,104966.69,104689.81,104746.44,233.72481
2025-06-07 09:00:00,104746.44,104942.02,104746.43,104848.09,208.46137
2025-06-07 10:00:00,104848.09,105198.58,104840.29,105145.84,355.28954
2025-06-07 11:00:00,105145.83,105264.0,105050.04,105150.01,382.87799
2025-06-07 12:00:00,105150.01,105702.99,105150.0,105465.21,1059.92731
2025-06-07 13:00:00,105465.22,105800.0,105309.56,105610.52,478.46327
2025-06-07 14:00:00,105610.53,105688.4,105394.48,105431.61,394.99404
2025-06-07 15:00:00,105431.61,105577.18,105316.98,105558.11,264.34496
2025-06-07 16:00:00,105558.11,105666.66,105279.06,105350.68,279.15265
2025-06-07 17:00:00,105350.68,105558.62,105350.0,105393.21,183.64973
2025-06-07 18:00:00,105393.21,105884.46,105393.2,105599.99,712.93146
2025-06-07 19:00:00,105599.99,105871.33,105599.99,105725.91,360.31008
2025-06-07 20:00:00,105725.91,105900.0,105725.9,105846.98,192.22857
2025-06-07 21:00:00,105846.98,105865.43,105707.39,105764.64,139.73285
2025-06-07 22:00:00,105764.63,105900.0,105664.0,105820.51,179.8611
2025-06-07 23:00:00,105820.52,105820.52,105534.88,105552.15,209.75344
2025-06-08 00:00:00,105552.15,105654.95,105441.86,105473.21,278.41728
2025-06-08 01:00:00,105473.22,105786.33,105400.57,105690.33,312.19485
2025-06-08 02:00:00,105690.32,105690.33,105441.86,105441.87,301.18228
2025-06-08 03:00:00,105441.86,105500.0,105394.03,105471.59,192.88835
2025-06-08 04:00:00,105471.59,105636.53,105408.38,105614.38,151.52478
2025-06-08 05:00:00,105614.37,105653.13,105412.76,105438.34,148.53573
2025-06-08 06:00:00,105438.34,105599.32,105432.96,105442.87,155.65979
2025-06-08 07:00:00,105442.88,105556.15,105410.23,105426.45,167.34238
2025-06-08 08:00:00,105426.46,105495.99,105367.88,105373.81,192.70501
2025-06-08 09:00:00,105373.82,105405.8,105075.51,105140.01,497.00351
2025-06-08 10:00:00,105140.0,105481.24,104964.14,105357.64,605.7311
2025-06-08 11:00:00,105357.64,105720.94,105357.63,105686.71,376.57336
2025-06-08 12:00:00,105686.71,105773.6,105520.25,105721.5,711.6709
2025-06-08 13:00:00,105721.5,106160.19,105577.36,105627.9,891.02348
2025-06-08 14:00:00,105627.9,105910.17,105577.36,105829.66,258.38147
2025-06-08 15:00:00,105829.66,106095.85,105818.18,105984.52,339.9057
2025-06-08 16:00:00,105984.53,106320.77,105943.91,106189.99,430.6459
2025-06-08 17:00:00,106190.0,106360.0,106081.59,106082.95,300.0469
2025-06-08 18:00:00,106082.95,106325.59,106020.46,106317.7,214.12634
2025-06-08 19:00:00,106317.71,106335.9,106180.85,106289.99,155.14719
2025-06-08 20:00:00,106289.99,106319.92,106118.72,106147.66,273.99242
2025-06-08 21:00:00,106147.65,106488.14,106147.65,106331.92,236.61843
2025-06-08 22:00:00,106331.92,106360.85,105674.7,105770.55,441.89266
2025-06-08 23:00:00,105770.55,105775.99,105545.71,105734.0,414.85324
2025-06-09 00:00:00,105734.01,105966.33,105581.44,105706.34,642.30292
2025-06-09 01:00:00,105706.34,105740.9,105427.53,105527.71,390.41065
2025-06-09 02:00:00,105527.71,105724.76,105475.48,105560.89,237.10673
2025-06-09 03:00:00,105560.9,105700.37,105318.37,105659.13,525.2294
2025-06-09 04:00:00,105659.14,105717.3,105428.02,105449.21,501.62589
2025-06-09 05:00:00,105449.21,105522.87,105325.6,105379.11,319.63601
2025-06-09 06:00:00,105379.12,105692.84,105319.0,105692.83,454.58589
2025-06-09 07:00:00,105692.84,105692.84,105500.0,105560.71,194.49207
2025-06-09 08:00:00,105560.71,105949.09,105473.57,105926.39,461.1018
2025-06-09 09:00:00,105926.4,106888.0,105832.0,106612.52,1140.00074
2025-06-09 10:00:00,106612.53,107464.77,106565.3,107179.7,1524.82298
2025-06-09 11:00:00,107179.7,107806.0,107146.18,107759.21,1299.03104
2025-06-09 12:00:00,107759.21,107990.0,107540.22,107750.39,875.21201
2025-06-09 13:00:00,107750.39,107893.4,106860.0,107026.47,1035.50084
2025-06-09 14:00:00,107026.48,108000.0,107026.48,107610.33,1005.76983
2025-06-09 15:00:00,107610.32,108020.0,107522.79,107635.91,627.93587
2025-06-09 16:00:00,107635.91,108127.16,107635.91,107697.51,895.91837
2025-06-09 17:00:00,107697.52,108422.28,107659.35,108337.56,661.80863
2025-06-09 18:00:00,108337.57,108552.44,108284.5,108446.18,521.19201
2025-06-09 19:00:00,108446.18,108767.24,108339.68,108564.72,610.54706
2025-06-09 20:00:00,108565.86,108736.19,108456.08,108706.74,326.05236
2025-06-09 21:00:00,108706.74,110530.17,108706.73,109973.75,3520.02143
2025-06-09 22:00:00,109973.74,110420.0,109734.92,110177.28,1243.72377
2025-06-09 23:00:00,110177.28,110313.99,109866.18,110263.02,961.34621
2025-06-10 00:00:00,110263.02,110311.82,109909.54,109913.91,893.59303
2025-06-10 01:00:00,109913.91,109953.98,109648.29,109788.57,524.96936
2025-06-10 02:00:00,109788.58,109788.58,109381.24,109650.94,568.91009
2025-06-10 03:00:00,109650.95,109684.89,109382.38,109568.02,369.14727
2025-06-10 04:00:00,109568.03,109649.98,109366.0,109528.55,369.49008
2025-06-10 05:00:00,109528.55,109737.68,109200.0,109310.49,529.37516
2025-06-10 06:00:00,109310.49,109650.0,109161.0,109502.68,427.51687
2025-06-10 07:00:00,109502.69,109517.16,109095.67,109205.14,990.69176
2025-06-10 08:00:00,109205.14,109415.1,109056.9,109082.65,522.59315
2025-06-10 09:00:00,109082.65,109521.84,109065.14,109508.78,615.65872
2025-06-10 10:00:00,109508.78,109573.3,109275.43,109303.61,324.81871
2025-06-10 11:00:00,109303.61,109851.8,109199.81,109541.28,881.83399
2025-06-10 12:00:00,109541.93,109700.0,109415.62,109697.76,554.16291
2025-06-10 13:00:00,109697.75,109900.81,108888.88,109305.28,1408.6638
2025-06-10 14:00:00,109305.28,109332.45,108468.29,108620.01,1840.47344
2025-06-10 15:00:00,108620.0,109199.99,108331.03,109015.42,1443.70766
2025-06-10 16:00:00,109015.41,109251.41,108690.59,108720.61,536.4776
2025-06-10 17:00:00,108720.61,109064.06,108616.68,108711.37,359.45497
2025-06-10 18:00:00,108711.37,109480.67,108518.86,109282.38,477.70957
2025-06-10 19:00:00,109282.38,110400.0,109282.37,109526.3,1266.2179
2025-06-10 20:00:00,109526.3,110018.07,109239.68,109960.0,609.61756
2025-06-10 21:00:00,109960.01,110000.0,109420.0,109863.07,453.96715
2025-06-10 22:00:00,109863.06,110181.1,109610.4,109727.87,482.13147
2025-06-10 23:00:00,109727.88,110299.73,109600.0,110274.39,620.64617
2025-06-11 00:00:00,110274.39,110274.4,109780.0,109825.54,496.67292
2025-06-11 01:00:00,109825.55,109832.94,109565.1,109605.53,388.64877
2025-06-11 02:00:00,109605.53,109858.22,109533.97,109677.03,257.11312
2025-06-11 03:00:00,109677.03,109858.23,109622.03,109722.95,251.1783
2025-06-11 04:00:00,109722.95,109735.24,109552.68,109562.75,173.09706
2025-06-11 05:00:00,109562.75,109650.59,109430.38,109468.03,198.18742
2025-06-11 06:00:00,109468.04,109679.24,109373.67,109595.01,322.84155
2025-06-11 07:00:00,109595.02,109745.29,109446.73,109446.74,306.34832
2025-06-11 08:00:00,109446.74,109675.69,109446.73,109576.02,413.74462
2025-06-11 09:00:00,109576.03,109603.57,109233.62,109269.83,579.74506
2025-06-11 10:00:00,109269.82,109468.67,109200.0,109373.12,390.96093
2025-06-11 11:00:00,109373.13,109391.75,109193.89,109252.09,249.30459
2025-06-11 12:00:00,109252.1,109927.04,109008.82,109714.87,1297.31517
2025-06-11 13:00:00,109714.87,109900.0,109301.42,109684.0,948.34709
2025-06-11 14:00:00,109684.0,110392.01,109650.94,109866.69,1345.14543
2025-06-11 15:00:00,109866.69,110042.9,109660.72,109735.7,808.45996
2025-06-11 16:00:00,109735.7,109815.84,109341.79,109439.38,689.45368
2025-06-11 17:00:00,109439.38,109768.85,108964.16,108984.72,724.99224
2025-06-11 18:00:00,108984.72,109072.91,108412.01,108807.25,963.32708
2025-06-11 19:00:00,108807.25,108960.0,108576.0,108742.37,459.75917
2025-06-11 20:00:00,108742.37,109001.5,108480.0,108906.44,360.27215
2025-06-11 21:00:00,108906.45,109219.51,108367.94,108508.18,462.92455
2025-06-11 22:00:00,108508.17,108633.38,108064.0,108443.38,692.16947
2025-06-11 23:00:00,108443.38,108691.87,108324.0,108645.12,335.90773
2025-06-12 00:00:00,108645.13,108813.55,108326.55,108705.99,394.62489
2025-06-12 01:00:00,108706.0,108706.0,108258.49,108515.99,531.45564
2025-06-12 02:00:00,108515.99,108759.0,108390.34,108400.52,897.03762
2025-06-12 03:00:00,108400.52,108448.03,107730.0,107860.05,1933.71635
2025-06-12 04:00:00,107860.04,107917.41,107320.0,107765.12,841.46439
2025-06-12 05:00:00,107765.13,107922.43,107593.67,107746.91,355.94523
2025-06-12 06:00:00,107746.91,107993.58,107640.33,107909.02,438.0718
2025-06-12 07:00:00,107909.02,107961.01,107438.65,107633.53,702.19948
2025-06-12 08:00:00,107633.53,107835.83,107440.13,107731.67,406.91931
2025-06-12 09:00:00,107731.67,107771.55,107488.95,107507.35,309.4496
2025-06-12 10:00:00,107507.35,107518.85,107200.0,107323.16,521.81989
2025-06-12 11:00:00,107323.16,107349.31,106874.47,106900.95,628.23956
2025-06-12 12:00:00,106900.95,107431.82,106870.0,106988.54,763.31238
2025-06-12 13:00:00,106988.55,107198.75,106600.0,107070.8,920.69916
2025-06-12 14:00:00,107070.8,107721.17,107070.8,107612.69,862.27021
2025-06-12 15:00:00,107612.7,107822.5,106890.88,107020.95,655.00365
2025-06-12 16:00:00,107020.96,107858.32,106985.38,107744.71,562.58066
2025-06-12 17:00:00,107744.7,108450.16,107702.42,108287.4,769.24972
2025-06-12 18:00:00,108287.4,108419.21,107229.47,107561.35,522.24144
2025-06-12 19:00:00,107561.36,107879.92,106680.0,106788.8,704.93602
2025-06-12 20:00:00,106789.8,106960.77,105772.73,105973.62,2315.98411
2025-06-12 21:00:00,105973.61,106430.39,105860.9,105894.31,679.88503
2025-06-12 22:00:00,105894.32,106225.4,105726.65,105890.7,576.44703
2025-06-12 23:00:00,105890.69,106140.0,105671.72,105671.73,485.11901
2025-06-13 00:00:00,105671.74,105694.0,103213.87,103797.81,5330.14891
2025-06-13 01:00:00,103797.81,103938.59,102664.31,103773.65,3550.75225
2025-06-13 02:00:00,103773.65,103976.64,103065.58,103641.21,1362.18578
2025-06-13 03:00:00,103641.2,104590.0,103605.12,104277.22,1292.28749
2025-06-13 04:00:00,104277.22,104506.36,103782.75,104404.52,700.3376
2025-06-13 05:00:00,104404.52,104450.0,104000.0,104002.25,650.15589
2025-06-13 06:00:00,104002.26,104722.5,103825.11,104704.26,812.26154
2025-06-13 07:00:00,104704.27,104970.12,104376.43,104895.0,1192.2614
2025-06-13 08:00:00,104895.01,105434.34,104690.85,104739.45,1404.55532
2025-06-13 09:00:00,104739.44,104916.0,104500.0,104830.36,688.51868
2025-06-13 10:00:00,104830.36,104925.1,104425.79,104874.01,531.07719
2025-06-13 11:00:00,104874.0,105045.79,104640.0,105039.48,522.51084
2025-06-13 12:00:00,105039.48,105290.14,104822.36,104852.29,768.82163
2025-06-13 13:00:00,104852.28,105300.0,104674.14,104732.44,853.87525
2025-06-13 14:00:00,104732.82,105011.76,104118.0,104970.74,1137.70532
2025-06-13 15:00:00,104970.74,105747.47,104860.0,105436.87,1140.75299
2025-06-13 16:00:00,105436.87,105981.0,105308.83,105783.66,1087.38893
2025-06-13 17:00:00,105783.65,105783.65,104867.65,105390.94,775.10222
2025-06-13 18:00:00,105390.94,105480.0,104668.73,105193.04,631.03278
2025-06-13 19:00:00,105193.04,105436.9,104900.0,105110.0,457.01476
2025-06-13 20:00:00,105110.01,105508.34,105020.87,105424.0,385.01118
2025-06-13 21:00:00,105424.0,105788.79,105326.41,105612.59,270.63672
2025-06-13 22:00:00,105612.58,105840.0,105542.0,105751.28,221.74081
2025-06-13 23:00:00,105751.29,106179.53,105751.28,106066.59,414.68186
2025-06-14 00:00:00,106066.59,106252.0,105703.61,105826.32,1271.508
2025-06-14 01:00:00,105826.32,105826.33,105440.0,105470.35,1198.12686
2025-06-14 02:00:00,105470.35,105611.67,105312.88,105374.17,288.65282
2025-06-14 03:00:00,105374.18,105440.0,105197.96,105228.82,259.19985
2025-06-14 04:00:00,105228.83,105397.06,105212.09,105371.07,216.26058
2025-06-14 05:00:00,105371.08,105397.06,105233.95,105288.3,205.15438
2025-06-14 06:00:00,105288.3,105321.82,105105.13,105105.13,221.23119
2025-06-14 07:00:00,105105.14,105144.57,104792.98,105076.59,360.03462
2025-06-14 08:00:00,105076.59,105132.36,104871.06,105095.03,215.34556
2025-06-14 09:00:00,105095.04,105110.15,104850.54,104862.26,253.37215
2025-06-14 10:00:00,104862.26,105117.07,104836.06,105011.92,145.57424
2025-06-14 11:00:00,105011.92,105096.0,104948.38,105082.01,172.47595
2025-06-14 12:00:00,105082.01,105100.0,104745.1,105053.63,267.44126
2025-06-14 13:00:00,105053.64,105131.25,104902.28,105017.41,263.02313
2025-06-14 14:00:00,105017.41,105060.42,104841.96,104913.01,157.82263
2025-06-14 15:00:00,104913.01,104983.05,104615.38,104841.3,356.85346
2025-06-14 16:00:00,104841.29,104900.0,104359.5,104457.85,672.80896
2025-06-14 17:00:00,104457.84,104721.53,104404.9,104608.17,342.50861
2025-06-14 18:00:00,104608.18,104995.72,104359.08,104892.81,351.26848
2025-06-14 19:00:00,104892.82,105045.78,104630.19,104645.67,320.70643
2025-06-14 20:00:00,104645.66,104991.0,104300.0,104894.29,372.96357
2025-06-14 21:00:00,104894.3,105458.71,104867.14,105315.54,414.26935
2025-06-14 22:00:00,105315.55,105480.0,105289.45,105428.74,222.42456
2025-06-14 23:00:00,105428.75,105480.0,105348.81,105414.64,249.91305
2025-06-15 00:00:00,105414.63,105663.98,105264.75,105643.99,328.94394
2025-06-15 01:00:00,105643.99,105680.0,105410.5,105421.03,196.2376
2025-06-15 02:00:00,105421.03,105624.0,105421.03,105481.02,132.30823
2025-06-15 03:00:00,105481.03,105566.22,105463.54,105473.55,101.92751
2025-06-15 04:00:00,105473.54,105563.04,105473.54,105559.68,100.97805
2025-06-15 05:00:00,105559.69,106100.0,105507.65,106073.94,290.03365
2025-06-15 06:00:00,106073.95,106128.57,105410.43,105440.69,690.48683
2025-06-15 07:00:00,105440.7,105453.46,105200.0,105428.0,300.03128
2025-06-15 08:00:00,105428.0,105482.4,105134.69,105197.19,259.58184
2025-06-15 09:00:00,105197.18,105197.19,104867.64,104915.15,370.65353
2025-06-15 10:00:00,104915.15,105188.96,104915.14,105119.99,230.53887
2025-06-15 11:00:00,105119.99,105162.51,104915.14,104970.51,196.37895
2025-06-15 12:00:00,104970.51,105296.0,104955.48,105289.81,257.28037
2025-06-15 13:00:00,105289.81,105660.31,105220.65,105515.97,350.85804
2025-06-15 14:00:00,105515.97,105838.24,105308.82,105657.64,336.0044
2025-06-15 15:00:00,105657.63,105794.12,105539.0,105564.0,301.25817
2025-06-15 16:00:00,105563.99,105687.74,105332.0,105567.24,329.84918
2025-06-15 17:00:00,105567.24,105777.09,105476.4,105689.64,194.07613
2025-06-15 18:00:00,105689.65,105689.65,105472.0,105485.29,157.31009
2025-06-15 19:00:00,105485.29,105566.43,105082.97,105294.19,294.74223
2025-06-15 20:00:00,105294.19,105300.0,104600.13,104729.53,453.57123
2025-06-15 21:00:00,104729.53,104828.94,104494.53,104807.75,477.5022
2025-06-15 22:00:00,104807.75,105359.96,104734.42,105263.51,432.23208
2025-06-15 23:00:00,105263.52,105617.82,105226.79,105594.01,381.41607
2025-06-16 00:00:00,105594.02,105769.85,105352.94,105429.32,422.15418
2025-06-16 01:00:00,105429.32,105885.0,104980.37,105815.08,559.26238
2025-06-16 02:00:00,105815.09,105970.59,105684.46,105785.51,435.10541
2025-06-16 03:00:00,105785.51,105966.0,105708.93,105921.84,263.51613
2025-06-16 04:00:00,105921.85,106396.3,105874.48,106386.0,656.51068
2025-06-16 05:00:00,106386.0,106785.71,106312.33,106559.98,595.46163
2025-06-16 06:00:00,106559.99,106777.38,106510.61,106586.01,445.28877
2025-06-16 07:00:00,106586.0,107262.31,106586.0,107061.8,1080.95051
2025-06-16 08:00:00,107061.8,107242.92,106954.47,107180.0,486.60178
2025-06-16 09:00:00,107180.0,107255.01,106863.98,106945.86,789.42833
2025-06-16 10:00:00,106945.86,107200.0,106744.66,106834.32,436.77622
2025-06-16 11:00:00,106834.33,106976.75,106582.25,106883.99,436.11918
2025-06-16 12:00:00,106884.0,106900.0,106600.0,106690.47,352.59083
2025-06-16 13:00:00,106690.47,107172.11,106495.09,107160.06,556.73469
2025-06-16 14:00:00,107160.06,107784.26,106787.99,107533.5,1083.59008
2025-06-16 15:00:00,107533.5,107715.4,107307.81,107424.96,545.4424
2025-06-16 16:00:00,107424.96,107906.98,107309.15,107765.99,671.1767
2025-06-16 17:00:00,107765.99,108017.98,107627.9,107755.0,586.42985
2025-06-16 18:00:00,107755.01,108278.0,107686.56,108255.96,494.51232
2025-06-16 19:00:00,108255.97,108888.0,108255.96,108652.0,996.00646
2025-06-16 20:00:00,108652.01,108849.77,108428.0,108782.68,565.88847
2025-06-16 21:00:00,108782.68,108817.0,108321.45,108513.1,363.37911
2025-06-16 22:00:00,108513.1,108952.38,107418.24,107700.01,1124.54821
2025-06-16 23:00:00,107700.01,107982.63,106700.0,106794.53,975.19108
2025-06-17 00:00:00,106794.53,107262.31,106115.35,107238.63,1478.91948
2025-06-17 01:00:00,107238.68,107399.0,106930.23,107173.51,437.59004
2025-06-17 02:00:00,107173.51,107600.0,106572.07,107482.39,551.95383
2025-06-17 03:00:00,107482.4,107771.34,107364.89,107590.41,557.48911
2025-06-17 04:00:00,107590.41,107711.06,107303.01,107333.64,324.27105
2025-06-17 05:00:00,107333.64,107403.99,107040.0,107122.02,467.39075
2025-06-17 06:00:00,107122.01,107234.94,106724.0,106832.91,387.2144
2025-06-17 07:00:00,106832.92,106879.48,106481.6,106758.52,518.07804
2025-06-17 08:00:00,106758.52,106822.78,106484.89,106568.06,362.87139
2025-06-17 09:00:00,106568.06,106655.82,106069.55,106160.57,707.9622
2025-06-17 10:00:00,106160.58,106248.43,105721.29,105956.01,798.36423
2025-06-17 11:00:00,105956.01,105956.01,105508.23,105641.47,539.34753
2025-06-17 12:00:00,105641.48,105862.03,105420.0,105507.0,548.13287
2025-06-17 13:00:00,105506.99,105754.05,105200.0,105349.27,715.74499
2025-06-17 14:00:00,105349.28,105694.42,104777.48,104847.33,1268.55694
2025-06-17 15:00:00,104847.33,104968.69,104130.95,104241.63,1775.82912
2025-06-17 16:00:00,104241.62,104484.97,103500.01,103630.67,1788.59454
2025-06-17 17:00:00,103630.67,104250.0,103371.02,103814.01,1318.17143
2025-06-17 18:00:00,103814.0,104414.85,103626.05,104414.84,582.53411
2025-06-17 19:00:00,104414.84,105336.82,104414.83,104686.12,1030.66661
2025-06-17 20:00:00,104686.12,104898.81,104262.88,104362.39,631.39909
2025-06-17 21:00:00,104362.39,104822.31,104252.33,104552.58,424.96971
2025-06-17 22:00:00,104552.59,104731.61,104203.85,104228.31,339.43238
2025-06-17 23:00:00,104228.31,104730.77,104228.31,104551.17,310.84641
2025-06-18 00:00:00,104551.17,104857.14,104379.52,104842.78,396.62544
2025-06-18 01:00:00,104842.78,105176.61,104680.0,104776.92,347.92348
2025-06-18 02:00:00,104776.92,105099.99,104695.82,104856.06,299.75201
2025-06-18 03:00:00,104856.06,105240.0,104849.13,105184.84,302.08543
2025-06-18 04:00:00,105184.84,105504.67,105074.25,105447.39,286.6217
2025-06-18 05:00:00,105447.53,105550.27,105375.05,105423.5,448.33108
2025-06-18 06:00:00,105423.51,105527.88,104859.18,104966.2,578.89056
2025-06-18 07:00:00,104966.19,105000.9,104713.24,104973.24,445.08193
2025-06-18 08:00:00,104973.24,105310.62,104756.33,104949.9,393.96563
2025-06-18 09:00:00,104949.91,105142.0,104565.0,104697.03,323.45218
2025-06-18 10:00:00,104697.02,104797.06,104175.87,104266.19,531.68147
2025-06-18 11:00:00,104266.18,104858.8,104192.46,104840.59,651.35695
2025-06-18 12:00:00,104840.58,104908.49,104474.81,104514.0,615.40924
2025-06-18 13:00:00,104513.99,104550.92,103814.04,104439.81,1121.40671
2025-06-18 14:00:00,104439.82,105325.83,104228.3,104619.88,1418.42072
2025-06-18 15:00:00,104619.87,104973.79,104150.13,104801.01,869.2412
2025-06-18 16:00:00,104801.01,104836.64,104334.78,104426.93,509.29545
2025-06-18 17:00:00,104426.93,104508.0,103615.33,104331.83,918.22252
2025-06-18 18:00:00,104332.0,104706.08,103586.0,103623.39,1023.7841
2025-06-18 19:00:00,103623.39,104437.7,103500.0,103808.41,839.17523
2025-06-18 20:00:00,103808.41,104988.88,103652.0,104822.33,628.82425
2025-06-18 21:00:00,104822.34,105139.87,104378.62,105085.5,574.55745
2025-06-18 22:00:00,105085.49,105138.0,104794.41,104815.23,257.38438
2025-06-18 23:00:00,104815.23,104956.74,104630.09,104886.78,187.15256
2025-06-19 00:00:00,104886.79,105226.17,104680.41,104944.06,534.37997
2025-06-19 01:00:00,104944.06,104964.02,104466.16,104599.25,386.57688
2025-06-19 02:00:00,104599.25,105000.64,104457.12,104722.51,325.08223
2025-06-19 03:00:00,104722.5,105114.45,104722.5,105100.02,233.06599
2025-06-19 04:00:00,105100.01,105111.37,104803.98,105073.52,300.10136
2025-06-19 05:00:00,105073.52,105220.0,104819.62,104892.86,274.94947
2025-06-19 06:00:00,104892.86,104989.34,104630.89,104707.94,280.44541
2025-06-19 07:00:00,104707.95,104848.49,104617.69,104642.85,276.76135
2025-06-19 08:00:00,104642.85,104986.13,104631.26,104746.12,291.39146
2025-06-19 09:00:00,104746.11,105030.0,104729.83,104994.0,284.66266
2025-06-19 10:00:00,104994.0,105073.53,104843.7,104913.19,199.62218
2025-06-19 11:00:00,104913.19,104913.2,104720.1,104776.23,173.90893
2025-06-19 12:00:00,104776.23,104917.05,104663.77,104752.6,249.90189
2025-06-19 13:00:00,104752.61,104785.15,104244.11,104283.33,413.67121
2025-06-19 14:00:00,104283.33,104690.47,104109.06,104148.6,435.78555
2025-06-19 15:00:00,104148.61,104443.94,104078.0,104096.93,496.14025
2025-06-19 16:00:00,104096.94,104425.15,103933.33,104001.13,377.21937
2025-06-19 17:00:00,104001.13,104814.73,103929.27,104521.31,684.04339
2025-06-19 18:00:00,104521.32,104694.01,104294.09,104392.53,296.18725
2025-06-19 19:00:00,104392.54,104464.29,104126.98,104250.44,266.773
2025-06-19 20:00:00,104250.45,104496.0,104150.0,104266.82,161.1343
2025-06-19 21:00:00,104266.83,104413.66,104228.53,104332.45,176.53959
2025-06-19 22:00:00,104332.45,104774.32,104332.45,104596.29,323.86777
2025-06-19 23:00:00,104596.29,104898.31,104463.56,104658.59,236.39591
2025-06-20 00:00:00,104658.59,104820.0,104563.25,104692.74,238.6379
2025-06-20 01:00:00,104692.74,104797.06,104391.38,104778.5,179.3014
2025-06-20 02:00:00,104778.5,104800.0,104496.5,104628.0,378.45556
2025-06-20 03:00:00,104628.0,104700.0,104511.0,104596.63,230.06249
2025-06-20 04:00:00,104596.64,104600.0,104238.02,104258.59,233.22018
2025-06-20 05:00:00,104258.59,104585.99,104258.59,104584.68,326.07738
2025-06-20 06:00:00,104584.68,104769.25,104584.68,104719.86,234.96044
2025-06-20 07:00:00,104719.86,105825.66,104648.46,105811.74,1083.81217
2025-06-20 08:00:00,105811.74,106524.65,105780.76,105959.68,1568.80558
2025-06-20 09:00:00,105959.68,106078.85,105757.48,105940.58,475.74806
2025-06-20 10:00:00,105940.57,106172.06,105829.18,105958.87,509.44809
2025-06-20 11:00:00,105958.87,106075.14,105801.09,105977.82,308.78491
2025-06-20 12:00:00,105977.82,106107.69,105876.01,105982.89,249.32596
2025-06-20 13:00:00,105982.9,106149.17,105361.62,105674.0,755.45526
2025-06-20 14:00:00,105673.99,105795.39,103888.0,103940.01,1538.46329
2025-06-20 15:00:00,103940.01,104623.34,103888.0,104217.99,1125.6248
2025-06-20 16:00:00,104218.0,104269.64,103620.01,103670.61,1250.51824
2025-06-20 17:00:00,103670.61,103761.84,102345.0,103279.26,2746.51433
2025-06-20 18:00:00,103279.26,103428.5,103037.25,103165.45,792.98471
2025-06-20 19:00:00,103165.44,103495.72,103010.41,103307.22,437.48107
2025-06-20 20:00:00,103307.21,103828.0,103300.11,103693.5,712.51715
2025-06-20 21:00:00,103693.51,103719.99,103353.06,103532.0,311.76605
2025-06-20 22:00:00,103531.99,103532.0,102980.0,103107.11,435.1464
2025-06-20 23:00:00,103107.12,103339.99,102963.67,103297.99,295.95141
2025-06-21 00:00:00,103297.98,103339.99,103127.48,103248.07,202.14606
2025-06-21 01:00:00,103248.06,103515.37,103137.86,103515.36,263.84601
2025-06-21 02:00:00,103515.36,103538.6,103377.44,103499.98,139.14418
2025-06-21 03:00:00,103499.99,103691.67,103495.87,103495.87,145.59786
2025-06-21 04:00:00,103495.86,103531.97,103333.0,103384.98,129.74868
2025-06-21 05:00:00,103384.99,103487.0,103343.0,103421.21,115.82266
2025-06-21 06:00:00,103421.21,103599.04,103330.0,103572.69,164.9677
